Buyer_ID,Unique_Buys
M4,['cocaine']
M5,['marijuana']
M5,['not_drugs']
M6,"['cocaine', 'ecstasy']"
M6,"['marijuana', 'not_drugs']"
M7,"['methamphetamine', 'marijuana']"
M7,['not_drugs']
M8,['not_drugs']
M9,['ecstasy']
M9,"['', 'not_drugs']"
MA,['not_drugs']
MG,['not_drugs']
ML,['marijuana']
MN,['not_drugs']
MR,['marijuana']
MU,['not_drugs']
MV,['marijuana']
Ma,"['lsd', 'dmt', 'not_drugs']"
Ma,['steroids_and_hormones']
Ma,"['ecstasy', 'marijuana', 'cocaine', 'methamphetamine', 'not_drugs']"
Ma,['cocaine']
Mb,['not_drugs']
Md,['not_drugs']
Md,"['methamphetamine', 'marijuana']"
Me,"['psilocybin', 'marijuana', 'hashish', 'lsd']"
Me,['marijuana']
Me,['heroin']
Me,"['', 'marijuana', 'ecstasy', 'not_drugs']"
Mg,['marijuana']
Mh,"['marijuana', 'oxycodone']"
Mh,"['ecstasy', 'not_drugs', 'psychedelic']"
Mi,"['', 'ecstasy', 'not_drugs']"
Mk,['marijuana']
Ml,['not_drugs']
Mn,['hashish']
Mn,['psilocybin']
Mo,"['lsd', 'marijuana']"
Mo,"['', 'cocaine', 'ecstasy']"
Mp,['not_drugs']
Mr,['marijuana']
Mr,['fentanyl']
Mr,['cocaine']
Mr,['cocaine']
Ms,"['', 'ecstasy']"
Ms,"['methamphetamine', 'marijuana']"
Mt,"['methamphetamine', 'not_drugs', 'stimulant']"
Mt,"['lsd', 'opioid', 'marijuana', 'ecstasy']"
Mt,['']
Mu,"['ecstasy', 'psychedelic']"
Mw,['lsd']
Mw,"['', 'not_drugs', 'inhalants']"
Mx,['prescription']
Mx,"['marijuana', 'hashish']"
My,['marijuana']
My,"['', 'marijuana', 'not_drugs']"
My,['cocaine']
Mz,"['marijuana', 'not_drugs', 'heroin']"
N ,['ketamine']
N ,['ketamine']
N ,"['benzodiazepines', 'ecstasy', 'ketamine']"
N0,['marijuana']
N0,"['methamphetamine', 'marijuana']"
N1,['']
N2,['not_drugs']
N3,['ecstasy']
N6,['cocaine']
N6,['not_drugs']
N9,"['', 'not_drugs']"
NE,['not_drugs']
NG,['lsd']
NM,['stimulant']
NN,"['methamphetamine', 'cocaine']"
NR,['cocaine']
NT,['not_drugs']
NT,['marijuana']
NY,['']
Na,"['lsd', 'ecstasy']"
Ne,"['psilocybin', 'cocaine', 'marijuana', 'lsd']"
Ne,"['methamphetamine', 'marijuana', 'not_drugs']"
Ni,['marijuana']
Nk,"['marijuana', 'not_drugs']"
Nk,['marijuana']
Nl,['ecstasy']
Nm,['opioid']
Nm,"['psilocybin', 'marijuana']"
Nm,['not_drugs']
Nn,"['', 'cocaine']"
Nn,"['marijuana', 'benzodiazepines', 'not_drugs', 'stimulant']"
Nr,['lsd']
Nr,['lsd']
Ns,"['marijuana', 'ecstasy']"
Ns,"['lsd', 'not_drugs']"
Nt,['dmt']
Nz,"['', 'oxycodone']"
Nz,['not_drugs']
O ,['heroin']
O ,"['cocaine', 'benzodiazepines', 'erectile_dysfunction', 'ecstasy']"
O ,['cocaine']
O ,"['lsd', 'methamphetamine', 'ecstasy', 'ketamine']"
O ,['heroin']
O ,"['cocaine', 'stimulant', 'ketamine']"
O0,['cocaine']
O0,['not_drugs']
O1,"['', 'dmt', 'lsd']"
O2,"['lsd', 'marijuana', 'dmt', 'ecstasy']"
O3,['not_drugs']
O4,"['steroids_and_hormones', 'cocaine']"
O7,"['cocaine', 'marijuana']"
OD,['marijuana']
OE,['oxycodone']
OL,['psychedelic']
OR,['not_drugs']
Oh,['marijuana']
Ok,['hashish']
On,['cocaine']
Op,['marijuana']
Or,['']
Or,['marijuana']
Os,['ketamine']
Os,"['lsd', 'cocaine']"
Ot,['marijuana']
Ot,['']
Ou,['cocaine']
Ow,['cocaine']
Ox,['not_drugs']
P ,"['ecstasy', 'ketamine', 'cocaine', 'methamphetamine', 'heroin']"
P ,"['cocaine', 'erectile_dysfunction']"
P ,"['marijuana', 'cocaine', 'ecstasy', 'erectile_dysfunction']"
P ,"['', 'ecstasy']"
P ,"['ecstasy', 'psychedelic', 'cocaine', 'methamphetamine', 'erectile_dysfunction', 'stimulant']"
P ,"['marijuana', 'ecstasy', 'heroin']"
P ,"['', 'ecstasy', 'cocaine', 'lsd', 'methamphetamine']"
P ,['opioid']
P ,"['methamphetamine', 'ecstasy', 'ketamine']"
P ,"['psilocybin', 'erectile_dysfunction']"
P ,['ecstasy']
P ,['heroin']
P0,['not_drugs']
P0,['cocaine']
P1,"['cocaine', 'ecstasy', 'erectile_dysfunction']"
P1,['psilocybin']
P2,['psilocybin']
P2,['marijuana']
P3,"['ecstasy', 'marijuana', 'not_drugs', 'lsd', 'methamphetamine', 'erectile_dysfunction']"
P3,"['marijuana', 'not_drugs']"
P4,['marijuana']
P6,['not_drugs']
P6,['hashish']
P7,"['ecstasy', 'not_drugs']"
P7,"['methamphetamine', 'cocaine', 'marijuana', 'erectile_dysfunction']"
P9,"['psilocybin', '', 'cocaine', 'ecstasy']"
P9,['cocaine']
PA,['psychedelic']
PB,['marijuana']
PD,['not_drugs']
PJ,['benzodiazepines']
PK,"['marijuana', 'ecstasy', 'dmt', 'cocaine', 'lsd', 'heroin']"
PO,['not_drugs']
PQ,['marijuana']
PS,['dmt']
Pa,"['cocaine', 'not_drugs']"
Pa,['marijuana']
Pa,"['', 'marijuana', 'ecstasy', 'ketamine', 'methamphetamine']"
Pb,['not_drugs']
Pc,"['', 'benzodiazepines']"
Pd,['not_drugs']
Pd,"['lsd', 'ecstasy', 'not_drugs', 'heroin']"
Pe,"['', 'marijuana', 'hashish', 'cocaine', 'methamphetamine']"
Pe,['hashish']
Pe,"['dmt', 'not_drugs']"
Pg,"['', 'cocaine']"
Pg,['not_drugs']
Ph,"['marijuana', 'ecstasy']"
Ph,['lsd']
Pi,['heroin']
Pk,"['', 'not_drugs']"
Pk,['not_drugs']
Pn,['fentanyl']
Pn,['not_drugs']
Po,"['cocaine', 'ecstasy']"
Po,['not_drugs']
Po,['hashish']
Pr,['hashish']
Pr,['marijuana']
Pr,"['marijuana', 'not_drugs']"
Pr,['methamphetamine']
Ps,"['marijuana', 'ecstasy', 'psilocybin', 'cocaine', 'lsd']"
Ps,['ecstasy']
Ps,"['marijuana', 'dmt']"
Pt,['cocaine']
Px,['not_drugs']
Py,['ecstasy']
Py,['marijuana']
Q ,"['cocaine', 'prescription', 'ecstasy']"
Q1,['psilocybin']
Q5,"['ecstasy', 'heroin']"
Q6,['oxycodone']
Q6,['not_drugs']
Q8,['marijuana']
QC,['methamphetamine']
QF,['ecstasy']
QT,"['cocaine', 'marijuana']"
Qa,['ecstasy']
Qe,['marijuana']
Qe,['not_drugs']
Qi,['marijuana']
Ql,"['marijuana', 'hashish']"
Qy,['']
R ,"['', 'ecstasy']"
R ,"['cocaine', 'ecstasy']"
R ,"['ecstasy', 'marijuana', 'steroids_and_hormones', 'ketamine', 'lsd', 'methamphetamine']"
R ,"['erectile_dysfunction', 'ketamine']"
R ,['cocaine']
R0,['cocaine']
R0,['not_drugs']
R1,['methamphetamine']
R2,['marijuana']
R2,"['cocaine', 'marijuana']"
R2,"['', 'ecstasy', 'psilocybin', 'lsd', 'not_drugs', 'stimulant']"
R3,['not_drugs']
R3,"['', 'ecstasy', 'psilocybin', 'oxycodone', 'opioid_treatment']"
R3,['cocaine']
R4,"['psilocybin', 'marijuana']"
R5,['hashish']
R5,"['benzodiazepines', 'marijuana', 'not_drugs']"
R6,['not_drugs']
R6,['psilocybin']
R7,['not_drugs']
R7,['marijuana']
R8,"['opioid', 'marijuana']"
R8,['not_drugs']
R9,"['methamphetamine', 'ecstasy', 'stimulant']"
R9,['not_drugs']
RN,['not_drugs']
RR,['lsd']
RS,"['', 'not_drugs']"
RT,['not_drugs']
RX,['not_drugs']
RX,['hashish']
Ra,['']
Ra,['marijuana']
Rd,"['', 'ecstasy', 'marijuana', 'ketamine', 'psilocybin', 'lsd', 'stimulant']"
Re,['cocaine']
Re,"['marijuana', 'stimulant', 'ketamine']"
Rf,['not_drugs']
Rg,['']
Ri,"['marijuana', 'heroin']"
Rl,"['marijuana', 'hashish', 'psilocybin', 'methamphetamine', 'erectile_dysfunction']"
Rl,"['marijuana', 'not_drugs']"
Rm,['fentanyl']
Rn,"['', 'not_drugs']"
Rn,['lsd']
Ro,['hashish']
Rp,['marijuana']
Rr,"['methamphetamine', 'marijuana', 'oxycodone', 'ecstasy']"
Rr,"['marijuana', 'not_drugs']"
Rs,"['benzodiazepines', 'stimulant']"
Rs,['not_drugs']
Rt,['marijuana']
Rt,['opioid_treatment']
Ry,['benzodiazepines']
Ry,"['marijuana', 'psychedelic']"
Ry,"['', 'not_drugs']"
Rz,['methamphetamine']
S ,['ecstasy']
S ,"['marijuana', 'hashish']"
S ,"['marijuana', 'stimulant']"
S ,"['marijuana', 'ecstasy', 'ketamine', 'cocaine', 'stimulant']"
S ,['ecstasy']
S ,['ketamine']
S ,"['methamphetamine', 'ecstasy']"
S!,"['cocaine', 'marijuana']"
S0,['psilocybin']
S0,['not_drugs']
S0,['marijuana']
S0,['cocaine']
S0,"['', 'methamphetamine', 'psilocybin', 'marijuana']"
S1,"['', 'ecstasy', 'hashish', 'ketamine', 'not_drugs']"
S1,"['psilocybin', 'cocaine', 'marijuana']"
S2,"['lsd', '', 'marijuana', 'not_drugs']"
S2,['cocaine']
S2,['opioid_treatment']
S3,"['psilocybin', 'methamphetamine', 'marijuana', 'not_drugs']"
S3,['benzodiazepines']
S3,['']
S3,"['', 'marijuana', 'hashish', 'not_drugs', 'stimulant']"
S4,['not_drugs']
S4,"['marijuana', 'hashish']"
S4,['methamphetamine']
S5,"['psilocybin', 'marijuana']"
S5,"['', 'not_drugs']"
S6,['']
S6,['not_drugs']
S6,"['methamphetamine', 'oxycodone']"
S7,['hashish']
S7,['marijuana']
S7,"['psilocybin', '', 'marijuana', 'not_drugs']"
S8,['ketamine']
S8,['not_drugs']
S8,['not_drugs']
S8,['cocaine']
S9,['not_drugs']
S9,['cocaine']
S9,['stimulant']
S9,"['psilocybin', 'ecstasy']"
S9,"['benzodiazepines', 'cocaine', 'marijuana', 'hashish']"
SD,['cocaine']
SD,"['', 'marijuana', 'not_drugs']"
SE,['not_drugs']
SI,['psilocybin']
SJ,['hashish']
SK,['cocaine']
SN,['not_drugs']
SN,['marijuana']
SQ,['marijuana']
SR,['not_drugs']
SS,"['cocaine', 'marijuana']"
ST,['not_drugs']
SV,['opioid']
SW,['ecstasy']
SX,['ecstasy']
S_,['not_drugs']
Sa,"['', 'cocaine']"
Sa,['methamphetamine']
Sa,['ecstasy']
Sa,['ecstasy']
Sa,['benzodiazepines']
Sb,['cocaine']
Sc,['ecstasy']
Sd,['marijuana']
Sd,"['lsd', 'dmt', 'not_drugs']"
Sd,"['lsd', 'methamphetamine', 'not_drugs']"
Se,['cocaine']
Se,"['marijuana', 'ecstasy', 'psychedelic', 'ketamine', 'cocaine', 'prescription', 'lsd', 'methamphetamine']"
Se,['cocaine']
Se,"['', 'marijuana', 'dmt', 'not_drugs']"
Sf,"['benzodiazepines', 'marijuana']"
Sg,['marijuana']
Sh,['marijuana']
Sh,"['psilocybin', 'marijuana', 'lsd']"
Sh,"['opioid', 'marijuana', 'heroin']"
Si,['hashish']
Si,"['cocaine', 'marijuana']"
Si,['lsd']
Sk,['not_drugs']
Sk,"['ecstasy', 'oxycodone']"
Sk,['']
Sl,"['', 'marijuana', 'not_drugs']"
Sl,"['methamphetamine', 'marijuana']"
Sm,"['lsd', 'cocaine', 'not_drugs', 'psychedelic']"
Sm,"['', 'not_drugs']"
Sm,['opioid_treatment']
Sn,"['marijuana', 'psychedelic', 'cocaine', 'oxycodone', 'lsd']"
Sn,['opioid']
Sn,"['hashish', 'not_drugs']"
So,['lsd']
So,['marijuana']
Sp,"['cocaine', 'not_drugs']"
Sr,"['', 'not_drugs']"
Sr,['methamphetamine']
Sr,"['', 'opioid', 'marijuana']"
Sr,"['marijuana', 'hashish', 'ecstasy']"
Sr,['lsd']
Ss,"['marijuana', 'not_drugs']"
Ss,['hashish']
Ss,"['methamphetamine', 'cocaine', 'marijuana', 'hashish']"
St,"['cocaine', 'not_drugs']"
St,['cocaine']
St,['marijuana']
St,"['cocaine', 'not_drugs', 'psychedelic']"
Su,['marijuana']
Sw,['marijuana']
Sx,"['psilocybin', 'ecstasy']"
Sy,['']
Sy,"['', 'ecstasy', 'marijuana', 'dmt', 'ketamine', 'psilocybin', 'cocaine', 'lsd', 'benzodiazepines', 'not_drugs']"
Sy,"['', 'opioid', 'marijuana', 'cocaine', 'methamphetamine']"
Sz,['ecstasy']
Sz,['marijuana']
T ,['marijuana']
T ,['benzodiazepines']
T ,"['cocaine', 'marijuana', 'heroin']"
T ,['ecstasy']
T ,['erectile_dysfunction']
T ,['marijuana']
T ,['ecstasy']
T ,"['', 'ecstasy', 'hashish', 'ketamine', 'cocaine', 'methamphetamine', 'stimulant']"
T ,['psychedelic']
T ,"['', 'ecstasy', 'psychedelic', 'ketamine', 'methamphetamine']"
T ,"['methamphetamine', 'ecstasy', 'erectile_dysfunction']"
T ,"['ecstasy', 'heroin']"
T0,"['lsd', 'not_drugs']"
T0,"['lsd', 'hashish']"
T0,['']
T1,"['marijuana', 'not_drugs']"
T1,['marijuana']
T1,['marijuana']
T1,['marijuana']
T2,"['', 'marijuana', 'not_drugs']"
T2,['not_drugs']
T3,"['methamphetamine', 'not_drugs']"
T3,"['', 'marijuana']"
T4,['not_drugs']
T4,['ecstasy']
T5,"['ecstasy', 'erectile_dysfunction']"
T5,['not_drugs']
T6,"['', 'not_drugs']"
T6,"['', 'oxycodone']"
T6,"['methamphetamine', 'marijuana']"
T7,['not_drugs']
T7,['ecstasy']
T7,"['methamphetamine', 'cocaine', 'benzodiazepines', 'not_drugs']"
T8,"['', 'marijuana', 'hashish']"
T9,['not_drugs']
T9,"['', 'marijuana', 'ecstasy', 'cocaine', 'methamphetamine']"
T9,['not_drugs']
TT,"['marijuana', 'ecstasy']"
T_,['not_drugs']
Ta,"['', 'marijuana', 'ecstasy', 'psilocybin', 'methamphetamine']"
Ta,['not_drugs']
Td,"['', 'benzodiazepines', 'not_drugs', 'heroin']"
Td,['not_drugs']
Td,"['cocaine', 'benzodiazepines']"
Te,"['marijuana', 'ketamine', 'dissociative', 'cocaine', 'oxycodone', 'methamphetamine']"
Te,"['lsd', 'cocaine', 'not_drugs', 'stimulant']"
Tg,['not_drugs']
Ti,['marijuana']
Tk,['ecstasy']
Tk,"['lsd', '', 'psilocybin', 'benzodiazepines']"
Tl,['lsd']
Tl,"['ecstasy', 'not_drugs']"
Tm,['oxycodone']
Tn,"['', 'methamphetamine', 'ecstasy', 'not_drugs']"
Tn,"['', 'marijuana', 'hashish']"
Tn,['ecstasy']
Tn,['marijuana']
To,['cocaine']
To,['marijuana']
To,['not_drugs']
Tp,['']
Tp,"['cocaine', 'not_drugs']"
Tp,['marijuana']
Tr,['lsd']
Tr,"['benzodiazepines', 'cocaine', 'marijuana']"
Tr,"['', 'oxycodone']"
Tr,"['opioid', 'cocaine', 'lsd', 'benzodiazepines', 'not_drugs']"
Ts,"['opioid', 'marijuana']"
Ts,['']
Tt,['psychedelic']
Tt,['not_drugs']
Tu,"['marijuana', 'not_drugs']"
Tx,"['cocaine', 'stimulant']"
Tx,"['', 'not_drugs']"
Ty,['not_drugs']
Ty,"['methamphetamine', 'marijuana', 'not_drugs', 'heroin']"
Ty,['marijuana']
Tz,"['', 'marijuana']"
U ,"['', 'steroids_and_hormones']"
U0,"['marijuana', 'cocaine', 'ecstasy', 'ketamine']"
U0,['cocaine']
U3,['']
U7,"['lsd', '', 'not_drugs']"
U8,"['ecstasy', 'not_drugs']"
U9,"['cocaine', 'not_drugs']"
U9,['marijuana']
UI,['hashish']
Ub,"['lsd', 'psychedelic', 'ketamine']"
Ud,"['marijuana', 'hashish']"
Ue,"['ecstasy', 'not_drugs']"
Ui,['lsd']
Ul,['benzodiazepines']
Un,"['cocaine', 'ecstasy']"
Uo,['not_drugs']
Uw,['']
Uy,['not_drugs']
V ,"['ecstasy', 'marijuana', 'hashish', 'ketamine', 'methamphetamine']"
V ,['ketamine']
V ,['stimulant']
V0,['not_drugs']
V2,"['ecstasy', 'ketamine']"
V3,['not_drugs']
V8,['ketamine']
VB,['marijuana']
VN,['not_drugs']
VR,['stimulant']
Va,['ecstasy']
Ve,"['marijuana', 'oxycodone']"
Ve,['']
Vk,['not_drugs']
Vn,['hashish']
Vn,['marijuana']
Vo,['marijuana']
Vr,['marijuana']
Vs,"['psilocybin', 'not_drugs']"
Vx,['lsd']
Vy,['not_drugs']
Vy,['fentanyl']
W ,['marijuana']
W ,"['', 'opioid', 'marijuana', 'cocaine', 'prescription', 'oxycodone', 'benzodiazepines', 'heroin']"
W ,['marijuana']
W ,['marijuana']
W ,['methamphetamine']
W0,['not_drugs']
W0,['hashish']
W1,"['ecstasy', 'not_drugs']"
W2,"['methamphetamine', 'benzodiazepines', 'oxycodone', 'marijuana']"
W3,['marijuana']
W4,"['lsd', '']"
W5,"['methamphetamine', 'cocaine']"
W6,"['ecstasy', 'not_drugs']"
W8,['marijuana']
W9,"['lsd', 'marijuana', 'ecstasy', 'ketamine']"
W9,['lsd']
WH,['ecstasy']
WR,['not_drugs']
Wd,['marijuana']
We,"['methamphetamine', 'marijuana']"
We,['not_drugs']
Wh,['marijuana']
Wk,['not_drugs']
Wl,['marijuana']
Wl,['not_drugs']
Wn,"['marijuana', 'heroin']"
Wo,"['psilocybin', 'ecstasy']"
Wo,['']
Wp,['methamphetamine']
Wr,"['lsd', 'cocaine', 'marijuana']"
Wr,['not_drugs']
Ws,"['lsd', 'marijuana', 'hashish', 'not_drugs']"
Wy,['marijuana']
X0,"['lsd', 'ecstasy']"
X3,['not_drugs']
X5,"['', 'ecstasy', 'dmt', 'methamphetamine', 'not_drugs', 'stimulant']"
X7,"['', 'marijuana', 'psilocybin', 'cocaine', 'lsd', 'heroin']"
X8,['not_drugs']
X9,['ecstasy']
X9,['marijuana']
X9,['hashish']
XB,['oxycodone']
XD,['hashish']
XX,"['benzodiazepines', 'oxycodone']"
Xw,['psychedelic']
Y0,['not_drugs']
Y5,['marijuana']
Y6,['not_drugs']
Y8,"['', 'not_drugs']"
Y8,['ecstasy']
Y8,"['methamphetamine', 'cocaine', 'marijuana']"
YM,['not_drugs']
Ya,['not_drugs']
Ye,['not_drugs']
Ye,['not_drugs']
Yl,"['methamphetamine', 'cocaine']"
Ys,['not_drugs']
Yt,['not_drugs']
Yy,"['marijuana', 'ecstasy']"
Z0,"['psilocybin', 'not_drugs']"
Z1,"['', 'marijuana']"
Z2,"['psilocybin', 'cocaine']"
Z3,['not_drugs']
Z4,"['cocaine', 'marijuana']"
Z5,['cocaine']
Z8,['marijuana']
Z9,['psilocybin']
ZX,"['marijuana', 'not_drugs']"
Za,['']
Zc,['']
Zd,"['lsd', 'psilocybin']"
Zd,"['marijuana', 'benzodiazepines']"
Ze,['methamphetamine']
Zh,['oxycodone']
Zh,['not_drugs']
Zi,['marijuana']
Zl,"['marijuana', 'not_drugs']"
Zn,['']
Zn,['not_drugs']
Zn,['marijuana']
Zr,['benzodiazepines']
Zs,['marijuana']
Zt,"['marijuana', 'not_drugs', 'heroin']"
Zy,['not_drugs']
__,"['cocaine', 'not_drugs']"
_n,['not_drugs']
_r,['']
a ,"['methamphetamine', 'cocaine', 'ecstasy', 'heroin']"
a ,"['cocaine', 'benzodiazepines', 'heroin']"
a ,['ketamine']
a ,"['marijuana', 'ecstasy', 'ketamine', 'methamphetamine', 'heroin']"
a ,['']
a ,"['', 'marijuana']"
a ,"['marijuana', 'not_drugs', 'hashish']"
a ,"['ecstasy', 'psychedelic', 'ketamine', 'cocaine', 'prescription', 'lsd']"
a ,"['cocaine', 'heroin']"
a ,['ecstasy']
a ,['marijuana']
a ,"['cocaine', 'ecstasy']"
a ,"['lsd', 'methamphetamine', 'marijuana', 'hashish']"
a ,"['methamphetamine', 'ecstasy', 'stimulant', 'ketamine']"
a ,['stimulant']
a ,"['', 'ecstasy', 'steroids_and_hormones', 'cocaine', 'methamphetamine']"
a ,"['lsd', 'cocaine', 'hashish']"
a ,['opioid_treatment']
a ,"['opioid', 'ecstasy', 'marijuana', 'hashish', 'cocaine', 'methamphetamine', 'benzodiazepines']"
a0,"['marijuana', 'ecstasy', 'hashish', 'cocaine', 'methamphetamine', 'not_drugs']"
a0,['not_drugs']
a0,['not_drugs']
a0,['prescription']
a0,['']
a0,['marijuana']
a0,['']
a1,"['ecstasy', 'not_drugs', 'ketamine']"
a1,"['', 'marijuana', 'ecstasy', 'psilocybin', 'methamphetamine']"
a2,['not_drugs']
a2,['ecstasy']
a2,['benzodiazepines']
a2,"['marijuana', 'hashish', 'not_drugs']"
a2,"['', 'methamphetamine', 'opioid_treatment']"
a3,['oxycodone']
a3,"['', 'ketamine', 'lsd', 'not_drugs', 'stimulant']"
a3,['not_drugs']
a3,"['marijuana', 'cocaine', 'ecstasy']"
a3,"['marijuana', 'hashish']"
a3,['not_drugs']
a3,['ecstasy']
a4,"['', 'not_drugs']"
a4,"['', 'methamphetamine', 'not_drugs']"
a4,['not_drugs']
a5,"['lsd', 'psilocybin', 'marijuana', 'not_drugs']"
a5,['not_drugs']
a5,"['lsd', 'methamphetamine', 'marijuana']"
a5,['marijuana']
a5,['not_drugs']
a6,['marijuana']
a6,['not_drugs']
a6,['']
a6,['dissociative']
a7,['']
a7,['not_drugs']
a7,"['cocaine', 'hashish']"
a7,['ecstasy']
a7,['']
a8,"['ecstasy', 'dmt', 'psychedelic', 'methamphetamine', 'not_drugs']"
a8,['not_drugs']
a8,['not_drugs']
a9,['']
a9,"['methamphetamine', 'cocaine', 'marijuana']"
a9,"['', 'marijuana', 'not_drugs']"
aI,['marijuana']
aM,['lsd']
a_,['not_drugs']
aa,"['ecstasy', 'not_drugs']"
aa,"['ecstasy', 'ketamine', 'cocaine', 'methamphetamine', 'not_drugs', 'heroin']"
aa,['marijuana']
aa,['marijuana']
aa,['not_drugs']
ab,"['methamphetamine', 'marijuana']"
ac,"['marijuana', 'not_drugs']"
ad,['benzodiazepines']
ad,"['erectile_dysfunction', 'not_drugs']"
ad,"['', 'marijuana', 'ecstasy', 'ketamine', 'cocaine']"
ad,['opioid']
ae,"['lsd', 'not_drugs', 'ketamine']"
ae,"['cocaine', 'ecstasy', 'hashish', 'not_drugs']"
ae,['cocaine']
ae,['not_drugs']
af,"['methamphetamine', 'opioid', 'heroin']"
af,['psilocybin']
af,['']
af,"['ecstasy', 'erectile_dysfunction', 'not_drugs']"
ag,['marijuana']
ag,"['ecstasy', 'not_drugs']"
ag,"['cocaine', 'oxycodone']"
ag,"['', 'oxycodone']"
ag,"['marijuana', 'psychedelic']"
ag,['marijuana']
ag,['cocaine']
ah,['not_drugs']
ah,"['ecstasy', 'hashish']"
ah,['marijuana']
ai,['benzodiazepines']
ai,['not_drugs']
ai,['ketamine']
ai,['marijuana']
ak,['']
ak,['not_drugs']
ak,"['marijuana', 'heroin']"
ak,['oxycodone']
al,"['', 'marijuana', 'ecstasy', 'dmt', 'ketamine', 'psilocybin', 'cocaine', 'not_drugs']"
al,['not_drugs']
al,['ecstasy']
am,['']
an,['cocaine']
an,"['ecstasy', 'psilocybin', 'cocaine', 'lsd', 'benzodiazepines', 'not_drugs']"
an,['benzodiazepines']
an,['marijuana']
an,"['methamphetamine', 'cocaine', 'marijuana', 'steroids_and_hormones']"
an,['']
ao,"['marijuana', 'not_drugs', 'heroin']"
ao,['marijuana']
ao,"['', 'marijuana']"
ao,"['cocaine', 'not_drugs']"
ao,['']
ao,['cocaine']
ap,['ketamine']
ap,['not_drugs']
ap,"['cocaine', 'marijuana']"
aq,['oxycodone']
ar,"['', 'marijuana', 'not_drugs', 'lsd']"
ar,['cocaine']
ar,"['marijuana', 'dmt', 'hashish', 'dissociative', 'not_drugs', 'stimulant']"
ar,['not_drugs']
as,"['marijuana', 'ecstasy', 'hashish', 'cocaine', 'lsd', 'methamphetamine']"
as,"['', 'stimulant']"
as,['stimulant']
as,['cocaine']
as,['dissociative']
as,['not_drugs']
as,['ecstasy']
as,['not_drugs']
as,"['', 'not_drugs']"
as,['opioid']
as,['ecstasy']
as,"['methamphetamine', 'stimulant', 'ketamine']"
as,['marijuana']
at,['']
at,"['ecstasy', 'dmt', 'hashish']"
at,"['marijuana', 'ecstasy', 'steroids_and_hormones', 'inhalants', 'not_drugs']"
at,['marijuana']
au,['cocaine']
aw,"['marijuana', 'ecstasy', 'dmt']"
ax,['not_drugs']
ax,"['marijuana', 'ecstasy']"
ax,['not_drugs']
ay,['']
ay,"['', 'marijuana', 'ecstasy', 'inhalants', 'psilocybin', 'cocaine', 'lsd', 'methamphetamine', 'heroin']"
ay,"['lsd', 'ketamine']"
ay,"['psilocybin', 'cocaine', 'marijuana']"
ay,['ecstasy']
az,['not_drugs']
az,['opioid']
az,"['', 'hashish']"
b ,"['fentanyl', 'cocaine']"
b ,['cocaine']
b ,['stimulant']
b ,['ecstasy']
b ,"['steroids_and_hormones', 'ecstasy']"
b ,"['', 'methamphetamine']"
b ,"['', 'marijuana', 'hashish', 'cocaine', 'erectile_dysfunction']"
b ,"['cocaine', 'stimulant', 'ketamine']"
b ,"['marijuana', 'hashish']"
b ,['']
b ,"['marijuana', 'ecstasy', 'dmt', 'psychedelic', 'cocaine', 'lsd']"
b ,"['cocaine', 'benzodiazepines', 'hashish']"
b ,"['', 'ecstasy', 'psychedelic', 'ketamine', 'cocaine', 'lsd']"
b ,"['steroids_and_hormones', 'ecstasy']"
b ,['ecstasy']
b ,['heroin']
b ,"['methamphetamine', 'cocaine', 'ecstasy']"
b ,"['cocaine', 'ecstasy', 'stimulant']"
b ,['opioid_treatment']
b ,['ketamine']
b ,"['', 'marijuana', 'hashish', 'cocaine', 'methamphetamine']"
b0,['not_drugs']
b0,['not_drugs']
b0,"['', 'psilocybin']"
b0,['oxycodone']
b0,['marijuana']
b1,['']
b1,"['marijuana', 'ecstasy', 'hashish', 'psychedelic', 'cocaine', 'methamphetamine', 'benzodiazepines', 'not_drugs', 'heroin']"
b1,"['', 'benzodiazepines']"
b1,"['lsd', 'dmt', 'psychedelic', 'not_drugs']"
b1,['heroin']
b1,['opioid']
b1,['ecstasy']
b2,['oxycodone']
b2,['not_drugs']
b2,['not_drugs']
b2,['opioid']
b2,"['', 'marijuana', 'psilocybin', 'methamphetamine', 'heroin']"
b2,['benzodiazepines']
b2,"['lsd', 'methamphetamine', 'marijuana', 'not_drugs']"
b3,['cocaine']
b3,"['', 'methamphetamine', 'ecstasy', 'hashish']"
b3,['not_drugs']
b3,['methamphetamine']
b3,"['', 'marijuana', 'ecstasy', 'ketamine', 'lsd', 'not_drugs']"
b4,"['lsd', 'marijuana']"
b4,['not_drugs']
b4,['heroin']
b4,"['ecstasy', 'not_drugs']"
b4,['']
b5,"['ecstasy', 'not_drugs']"
b5,['hashish']
b5,"['marijuana', 'ecstasy', 'not_drugs']"
b5,"['oxycodone', 'stimulant']"
b5,['benzodiazepines']
b5,['oxycodone']
b6,['oxycodone']
b6,"['', 'ecstasy', 'cocaine', 'benzodiazepines', 'not_drugs']"
b6,['ecstasy']
b6,"['benzodiazepines', 'ecstasy']"
b7,['not_drugs']
b7,['not_drugs']
b7,['fentanyl']
b7,"['methamphetamine', 'cocaine', 'ketamine']"
b7,"['', 'not_drugs']"
b7,['ecstasy']
b8,['']
b8,"['cocaine', 'marijuana', 'oxycodone', 'opioid_treatment']"
b8,['marijuana']
b8,['lsd']
b8,['methamphetamine']
b8,['']
